filename,steering_angle
10-34-58-801.png,0.0
10-34-59-803.png,0.0
10-35-00-813.png,0.0
10-35-06-556.png,0.0
10-35-07-560.png,0.0
10-35-08-577.png,0.0
10-35-09-587.png,0.0
10-35-10-597.png,0.0
10-35-11-597.png,0.0
10-35-12-607.png,0.0
10-35-13-618.png,0.0
10-35-14-641.png,0.0
10-35-15-651.png,0.0
10-35-16-666.png,0.0
10-35-17-671.png,0.0
10-35-18-676.png,0.0
10-35-19-691.png,0.0
10-35-20-696.png,0.0
10-35-21-702.png,-0.052
10-35-22-715.png,-0.14
10-35-23-744.png,0.0
10-35-24-753.png,0.0
10-35-25-762.png,0.0
10-35-26-772.png,-0.084
10-35-27-782.png,0.0
10-35-28-785.png,-0.194
10-35-29-798.png,0.0
10-35-30-815.png,-0.168
10-35-31-818.png,0.0
10-35-32-819.png,-0.204
10-35-33-826.png,0.0
10-35-34-845.png,-0.07
10-35-35-855.png,0.0
10-35-36-864.png,-0.12
10-35-37-880.png,-0.008
10-35-38-891.png,-0.244
10-35-39-893.png,0.0
10-35-40-899.png,0.0
10-35-41-909.png,-0.108
10-35-42-912.png,-0.048
10-35-43-918.png,0.0
10-35-44-932.png,-0.156
10-35-45-955.png,-0.052
10-35-46-970.png,-0.056
10-35-47-978.png,-0.038
10-35-48-987.png,-0.094
10-35-49-988.png,0.0
10-35-51-002.png,-0.012
10-35-52-003.png,-0.1
10-35-53-007.png,0.0
10-35-54-009.png,-0.008
10-35-55-019.png,-0.048
10-35-56-026.png,0.012
10-35-57-025.png,0.0
10-35-58-043.png,0.0
10-35-59-059.png,0.0
10-36-00-074.png,0.0
10-36-01-079.png,0.0
10-36-02-095.png,0.0
10-36-03-107.png,-0.02
10-36-04-123.png,0.0
10-36-05-133.png,0.0
10-36-06-140.png,0.0
10-36-07-145.png,0.0
10-36-08-160.png,0.0
10-36-09-167.png,0.0
10-36-10-182.png,0.0
10-36-11-191.png,0.0
10-36-12-201.png,0.0
10-36-13-213.png,0.0
10-36-14-220.png,0.0
10-36-15-232.png,0.0
10-36-16-247.png,0.0
10-36-17-251.png,0.0
10-36-18-258.png,0.0
10-36-27-544.png,0.0
10-36-28-557.png,0.0
10-36-29-566.png,0.03
10-36-30-566.png,-0.008
10-36-31-567.png,0.0
10-36-32-572.png,0.0
10-36-33-579.png,0.0
10-36-34-587.png,0.024
10-36-35-592.png,0.0
10-36-36-599.png,0.0
10-36-37-609.png,0.0
10-36-38-620.png,0.0
10-36-39-634.png,0.0
10-36-40-648.png,0.0
10-36-41-658.png,0.0
10-36-42-659.png,0.0
10-36-43-662.png,0.0
10-36-44-670.png,0.0
10-36-45-682.png,0.0
10-36-46-686.png,0.0
10-36-47-697.png,0.0
10-36-48-700.png,0.0
10-36-49-718.png,0.0
10-36-50-723.png,0.0
10-36-51-740.png,0.0
10-36-52-748.png,0.0
10-36-53-763.png,0.0
10-36-54-770.png,0.0
10-36-55-775.png,0.0
10-36-56-781.png,0.0
10-36-57-794.png,0.0
10-36-58-796.png,0.0
10-36-59-803.png,0.0
10-37-00-810.png,0.0
10-37-01-822.png,0.0
10-37-02-834.png,0.0
10-37-03-909.png,0.0
10-37-04-921.png,0.0
10-37-05-924.png,0.0
10-37-06-937.png,0.0
10-37-07-954.png,0.0
10-37-08-962.png,0.0
10-37-09-977.png,0.0
10-37-10-988.png,0.0
10-37-11-999.png,0.0
10-37-12-999.png,0.0
10-37-14-001.png,0.0
10-37-15-011.png,0.0
10-37-16-025.png,0.0
10-37-17-028.png,0.0
10-37-18-032.png,0.0
10-37-19-035.png,0.0
10-37-20-041.png,0.0
10-37-21-044.png,0.0
10-37-22-048.png,0.0
10-37-23-065.png,0.0
10-37-24-078.png,0.0
10-37-25-086.png,0.0
10-37-26-089.png,0.0
10-37-27-096.png,0.0
10-37-28-104.png,0.0
10-37-29-108.png,0.0
10-37-30-122.png,0.0
10-37-31-134.png,0.0
10-37-32-143.png,0.0
10-37-33-146.png,0.0
10-37-34-150.png,0.0
10-37-35-169.png,0.0
10-37-36-177.png,0.0
10-37-37-185.png,0.0
10-37-38-196.png,-0.012
10-37-39-208.png,0.0
10-37-40-213.png,0.0
10-37-41-224.png,0.0
10-37-42-243.png,-0.016
10-37-43-252.png,0.0
10-37-44-259.png,-0.024
10-37-45-276.png,-0.032
10-37-46-277.png,-0.156
10-37-47-282.png,-0.032
10-37-48-288.png,0.0
10-37-49-301.png,-0.048
10-37-50-319.png,0.0
10-37-51-327.png,-0.132
10-37-52-339.png,0.0
10-37-53-350.png,0.0
10-37-54-365.png,-0.176
10-37-55-379.png,0.0
10-37-56-391.png,0.0
10-37-57-398.png,0.0
10-37-58-412.png,0.0
10-37-59-422.png,-0.008
10-38-00-435.png,-0.044
10-38-01-461.png,-0.022
10-38-02-475.png,0.0
10-38-03-484.png,0.0
10-38-04-493.png,-0.056
10-38-05-495.png,0.0
10-38-06-508.png,-0.092
10-38-07-522.png,-0.12
10-38-08-524.png,0.0
10-38-09-537.png,0.0
10-38-10-549.png,-0.052
10-38-11-555.png,-0.068
10-38-12-556.png,-0.024
10-38-13-559.png,0.0
10-38-14-564.png,0.0
10-38-15-566.png,-0.034
10-38-16-582.png,-0.086
10-38-17-596.png,0.0
10-38-18-608.png,0.0
10-38-19-609.png,0.0
10-38-20-619.png,-0.146
10-38-21-624.png,-0.144
10-38-22-629.png,0.0
10-38-23-639.png,-0.068
10-38-24-658.png,0.0
10-38-25-661.png,-0.084
10-38-26-691.png,0.0
10-38-27-697.png,-0.096
10-38-28-703.png,-0.002
10-38-29-707.png,-0.008
10-38-30-715.png,-0.032
10-38-31-727.png,-0.048
10-38-32-733.png,0.0
10-38-33-740.png,0.0
10-38-34-748.png,-0.02
10-38-35-753.png,-0.064
10-38-36-771.png,-0.004
10-38-37-876.png,0.0
10-38-38-880.png,0.014
10-38-39-883.png,-0.022
10-38-40-892.png,0.0
10-38-41-893.png,0.0
10-38-42-917.png,0.0
10-38-43-925.png,0.0
10-38-44-934.png,0.0
10-38-45-939.png,0.0
10-38-46-943.png,0.0
10-38-47-945.png,0.0
10-38-48-947.png,0.0
10-38-49-947.png,0.0
10-38-50-976.png,0.0
10-38-51-981.png,0.0
10-38-52-992.png,0.0
10-38-53-999.png,0.0
10-38-55-012.png,0.0
10-38-56-023.png,0.0
10-38-57-038.png,0.0
10-38-58-044.png,0.0
10-38-59-051.png,0.0
10-39-00-053.png,0.0
10-39-01-059.png,0.0
10-39-02-061.png,0.0
10-39-03-072.png,0.0
10-39-04-077.png,0.0
10-39-05-079.png,0.0
10-39-06-087.png,0.0
10-39-07-096.png,0.0
10-39-08-096.png,0.0
10-39-09-106.png,0.0
10-39-10-116.png,0.0
10-39-11-120.png,0.0
10-39-12-130.png,0.0
10-39-13-130.png,0.0
10-39-14-135.png,0.0
10-39-15-150.png,0.0
10-39-16-157.png,0.0
10-39-17-164.png,0.0
10-39-18-168.png,0.0
10-39-19-184.png,0.0
10-39-20-187.png,0.0
10-39-21-192.png,0.0
10-39-22-193.png,0.0
10-39-23-199.png,0.0
10-39-24-201.png,0.056
10-39-25-214.png,0.0
10-39-26-224.png,0.0
10-39-27-238.png,0.0
10-39-28-244.png,0.0
10-39-29-253.png,0.0
10-39-30-266.png,0.0
10-39-31-285.png,0.0
10-39-32-301.png,0.0
10-39-33-316.png,0.0
10-39-34-334.png,0.0
10-39-35-337.png,-0.056
10-39-36-346.png,-0.014
10-39-37-355.png,-0.004
10-39-38-389.png,-0.18
10-39-39-402.png,0.0
10-39-40-404.png,0.0
10-39-41-405.png,-0.212
10-39-42-421.png,-0.036
10-39-43-430.png,-0.234
10-39-44-434.png,0.0
10-39-45-435.png,-0.144
10-39-46-445.png,-0.216
10-39-47-466.png,-0.068
10-39-48-465.png,0.0
10-39-49-484.png,0.068
10-39-50-494.png,0.0
10-39-51-495.png,-0.08
10-39-52-495.png,-0.142
10-39-53-504.png,-0.19
10-39-54-519.png,0.0
10-39-55-562.png,0.0
10-39-56-587.png,0.0
10-40-15-753.png,0.0
10-40-16-756.png,0.0
10-40-17-770.png,-0.1
10-40-18-784.png,-0.34
10-40-19-793.png,0.012
10-40-20-802.png,0.08
10-40-21-815.png,0.0
10-40-22-815.png,0.0
10-40-23-824.png,0.0
10-40-24-824.png,-0.046
10-40-25-830.png,-0.072
10-40-26-834.png,0.0
10-40-27-847.png,0.0
10-40-28-871.png,-0.048
10-40-29-890.png,0.0
10-40-30-891.png,-0.044
10-40-31-907.png,0.024
